session_id,user_id,session_date,country,device_type,subscription_plan,content_id,content_title,content_genre,watch_minutes,ad_impressions,ad_clicks,ad_completions,ad_revenue
S15593,U0255,2/24/2026,CA,Mobile,Ad Supported,C017,Sakamoto Days,Action,17,2,1,1,0.0889
S15594,U0009,3/9/2026,US,Mobile,Ad Supported,C0042,Vladimir,Comedy,26,4,1,3,0.1796
S15595,U2292,2/3/2026,UK,Tablet,Ad Supported,C0092,The Dinosaurs,Documentary,63,6,0,6,0.2363
S15596,U0154,2/18/2026,US,TV,Ad Supported,C0051,The Night Agent,Action,53,2,1,0,0.033
S15597,U0541,1/15/2026,US,Mobile,Ad Supported,C0069,Jurassic World Rebirth,Action,101,4,2,2,0.137
S15598,U2072,2/20/2026,US,Web,Ad Supported,C0073,Lupin,Documentary,33,4,1,4,0.0894
S15599,U1837,2/18/2026,US,Tablet,Ad Supported,C0117,Brooklyn Nine-Nine,Reality,30,2,2,2,0.0339
S15600,U2151,2/6/2026,US,TV,Ad Supported,C0029,Vladimir,Comedy,75,4,2,2,0.1004
S15601,U1338,2/4/2026,US,TV,Ad Supported,C0059,Boyfriend on Demand,Comedy,73,4,0,2,0.1453
S15602,U0355,3/7/2026,AU,TV,Ad Supported,C0065,Ranma 1/2,Comedy,62,5,2,4,0.0998
S15603,U0552,1/17/2026,US,TV,Ad Supported,C0004,Age of Attraction,Reality,110,6,2,6,0.1472
S15604,U0528,3/11/2026,US,TV,Ad Supported,C0121,Ranma 1/2,Comedy,176,8,2,6,0.3534
S15605,U1381,3/9/2026,CA,Tablet,Ad Supported,C0113,Vladimir,Comedy,31,4,1,4,0.0991
S15606,U0869,2/6/2026,BR,TV,Ad Supported,C0090,Emily in Paris,Reality,96,5,2,4,0.1622
S15607,U0104,2/8/2026,CA,TV,Ad Supported,C0042,Boyfriend on Demand,Comedy,79,5,2,4,0.1174
S15608,U0605,2/22/2026,US,TV,Ad Supported,C0084,Boyfriend on Demand,Comedy,127,7,0,5,0.218
S15609,U1527,2/7/2026,UK,Web,Ad Supported,C017,Sakamoto Days,Action,76,6,0,5,0.1413
S15610,U2420,3/2/2026,US,Mobile,Ad Supported,C0119,Boyfriend on Demand,Comedy,109,3,2,3,0.0563
S15611,U0666,2/2/2026,US,Tablet,Ad Supported,C0064,Ranma 1/2,Comedy,49,2,2,1,0.0755
S15612,U0524,2/5/2026,CA,Mobile,Ad Supported,C0114,Inside Job,Comedy,109,3,0,2,0.1229
S15613,U0737,1/15/2026,BR,Mobile,Ad Supported,C0051,Emily in Paris,Reality,41,2,0,0,0.0478
S15614,U0726,1/14/2026,AU,Tablet,Ad Supported,C0150,Trap House,Action,58,1,1,1,0.0287
S15615,U2052,1/23/2026,US,Mobile,Ad Supported,C0048,Tires,Comedy,95,5,0,4,0.2074
S15616,U1177,1/25/2026,US,TV,Ad Supported,C0032,Seinfeld,Reality,73,4,2,4,0.0767
S15617,U1512,1/25/2026,US,Mobile,Ad Supported,C0042,KPop Demon Hunters,Action,118,3,2,3,0.0931
S15618,U0938,1/31/2026,US,TV,Ad Supported,C0003,The Ranch,Comedy,48,4,2,2,0.1771
S15619,U1330,1/30/2026,AU,TV,Ad Supported,C0118,Boyfriend on Demand,Comedy,120,7,0,5,0.3126
S15620,U1749,3/9/2026,US,Web,Ad Supported,C0077,Delicious in Dungeon,Action,124,8,2,6,0.2017
S15621,U1478,2/24/2026,US,Web,Ad Supported,C0021,Vladimir,Comedy,111,3,2,2,0.1133
S15622,U2404,1/13/2026,US,TV,Ad Supported,C0147,A Man on the Inside,Comedy,156,6,2,6,0.1281
S15623,U0307,2/15/2026,AU,TV,Ad Supported,C0077,Trap House,Action,25,1,0,1,0.0333
S15624,U2228,3/9/2026,US,Web,Ad Supported,C0015,Jurassic World Rebirth,Action,88,4,0,3,0.1459
S15625,U1606,1/21/2026,AU,Web,Ad Supported,C0111,War Machine,Action,90,3,1,1,0.0723
S15626,U0599,2/13/2026,AU,Web,Ad Supported,C0060,Atypical,Kids,80,4,0,2,0.1248
S15627,U2344,2/28/2026,CA,TV,Ad Supported,C0119,Queen of Tears,Action,133,8,2,6,0.1986
S15628,U0118,1/19/2026,US,TV,Ad Supported,C0015,Emily in Paris,Reality,68,3,1,2,0.1309
S15629,U0501,2/2/2026,CA,TV,Ad Supported,C0073,Lupin,Documentary,94,3,2,3,0.13
S15630,U2060,1/20/2026,US,Mobile,Ad Supported,C0059,The Dinosaurs,Documentary,104,5,0,5,0.135
S15631,U2062,3/8/2026,AU,Tablet,Ad Supported,C0101,KPop Demon Hunters,Action,43,1,1,1,0.0176
S15632,U0177,1/22/2026,US,TV,Ad Supported,C0006,Jurassic World Rebirth,Action,98,6,0,6,0.2448
S15633,U0744,1/24/2026,US,TV,Ad Supported,C0062,War Machine,Action,41,2,1,1,0.0641
S15634,U2493,1/23/2026,US,TV,Ad Supported,C0041,Magic and Muscles,Drama,38,2,2,0,0.0513
S15635,U1222,1/14/2026,US,TV,Ad Supported,C0088,KPop Demon Hunters,Action,117,3,2,1,0.1051
S15636,U1655,2/11/2026,US,Mobile,Ad Supported,C0055,Tires,Comedy,32,4,1,3,0.0799
S15637,U2388,1/14/2026,US,Mobile,Ad Supported,C0016,Magic and Muscles,Drama,118,3,1,3,0.11
S15638,U1499,3/12/2026,US,Mobile,Ad Supported,C0134,Beef,Action,80,4,1,2,0.1209
S15639,U0427,1/27/2026,US,TV,Ad Supported,C0075,Age of Attraction,Reality,34,2,1,1,0.086
S15640,U1195,2/14/2026,US,Web,Ad Supported,C0018,The Diplomat,Comedy,68,6,1,4,0.2014
S15641,U0958,3/4/2026,UK,Tablet,Ad Supported,C0047,Trap House,Action,34,2,0,2,0.0754
S15642,U2006,2/2/2026,AU,TV,Ad Supported,C0046,Brooklyn Nine-Nine,Reality,119,4,2,2,0.18
S15643,U2297,1/31/2026,US,Tablet,Ad Supported,C0039,BoJack Horseman,Comedy,24,1,1,1,0.04
S15644,U2500,1/17/2026,UK,Mobile,Ad Supported,C0118,Derry Girls,Kids,93,4,2,4,0.1129
S15645,U0723,2/2/2026,US,TV,Ad Supported,C0082,Brooklyn Nine-Nine,Reality,154,6,1,5,0.2429
S15646,U2168,2/27/2026,UK,Web,Ad Supported,C0065,BoJack Horseman,Comedy,57,3,0,2,0.0855
S15647,U1467,2/20/2026,BR,Tablet,Ad Supported,C0101,Age of Attraction,Reality,95,6,0,6,0.1244
S15648,U0776,1/26/2026,US,TV,Ad Supported,C0062,Queen of Tears,Action,171,5,0,4,0.1777
S15649,U1455,2/6/2026,US,TV,Ad Supported,C0112,Age of Attraction,Reality,80,5,0,5,0.1435
S15650,U1740,1/18/2026,CA,TV,Ad Supported,C0073,Bridgerton,Drama,174,8,0,6,0.2018
S15651,U0654,2/7/2026,BR,Mobile,Ad Supported,C0061,The Dinosaurs,Documentary,50,4,2,3,0.0881
S15652,U2157,1/25/2026,US,Mobile,Ad Supported,C0010,The Dinosaurs,Documentary,19,0,0,0,0
S15653,U0519,2/11/2026,US,TV,Ad Supported,C0085,The Dinosaurs,Documentary,52,3,2,2,0.058
S15654,U0542,1/15/2026,UK,Mobile,Ad Supported,C0084,The Ranch,Comedy,20,2,1,0,0.0477
S15655,U2114,3/12/2026,US,TV,Ad Supported,C0114,Supacell,Action,128,5,2,4,0.109
S15656,U0971,2/27/2026,UK,Mobile,Ad Supported,C0072,The Dinosaurs,Documentary,12,1,0,0,0.0381
S15657,U1799,2/21/2026,UK,TV,Ad Supported,C0031,The Ranch,Comedy,31,3,2,2,0.1307
S15658,U0261,2/6/2026,US,TV,Ad Supported,C0005,BoJack Horseman,Comedy,69,6,2,4,0.1914
S15659,U1938,1/29/2026,US,Mobile,Ad Supported,C0012,The Night Agent,Action,71,3,1,1,0.0906
S15660,U0268,2/9/2026,US,TV,Ad Supported,C0057,Vladimir,Comedy,161,7,1,6,0.1379
S15661,U0171,1/12/2026,US,Tablet,Ad Supported,C0070,BoJack Horseman,Comedy,25,2,1,2,0.05
S15662,U1902,2/14/2026,UK,Web,Ad Supported,C0008,Ranma 1/2,Comedy,26,3,2,3,0.1036
S15663,U0532,2/25/2026,US,Mobile,Ad Supported,C0126,Queen of Tears,Action,46,1,0,0,0.0154
S15664,U0002,2/22/2026,CA,TV,Ad Supported,C0025,Supacell,Action,152,7,1,7,0.1542
S15665,U0930,1/22/2026,US,Web,Ad Supported,C0143,Inside Job,Comedy,52,1,0,0,0.0346
S15666,U1318,2/18/2026,US,Mobile,Ad Supported,C0039,A Man on the Inside,Comedy,104,6,0,6,0.1663
S15667,U2379,1/29/2026,US,TV,Ad Supported,C0134,Delicious in Dungeon,Action,67,6,0,4,0.192
S15668,U0695,2/28/2026,US,TV,Ad Supported,C0098,Brooklyn Nine-Nine,Reality,59,3,0,2,0.0518
S15669,U0098,1/26/2026,UK,TV,Ad Supported,C0048,Tires,Comedy,27,2,2,2,0.0735
S15670,U2371,3/4/2026,AU,Mobile,Ad Supported,C0043,Queen of Tears,Action,71,5,2,5,0.1918
S15671,U1331,2/19/2026,UK,TV,Ad Supported,C0072,Tires,Comedy,129,5,1,3,0.1135
S15672,U2464,1/25/2026,US,TV,Ad Supported,C0012,Trap House,Action,113,3,1,1,0.0915
S15673,U1383,3/12/2026,US,TV,Ad Supported,C0023,Trap House,Action,99,6,1,5,0.1449
S15674,U0080,2/19/2026,BR,Mobile,Ad Supported,C0146,Age of Attraction,Reality,77,6,2,4,0.2278
S15675,U0128,2/10/2026,US,Mobile,Ad Supported,C0080,Trap House,Action,61,5,2,3,0.0849
S15676,U1415,1/19/2026,US,Mobile,Ad Supported,C0059,Emily in Paris,Reality,18,1,1,1,0.025
S15677,U2290,2/2/2026,US,Tablet,Ad Supported,C0125,War Machine,Action,44,4,1,4,0.093
S15678,U0436,2/7/2026,CA,Mobile,Ad Supported,C0018,Queen of Tears,Action,48,4,2,4,0.1215
S15679,U1473,3/7/2026,BR,Web,Ad Supported,C0055,BoJack Horseman,Comedy,49,4,0,4,0.1042
S15680,U2291,2/26/2026,BR,TV,Ad Supported,C0058,Ranma 1/2,Comedy,141,5,1,4,0.1573
S15681,U1547,2/26/2026,US,Tablet,Ad Supported,C0150,Magic and Muscles,Drama,65,5,1,5,0.079
S15682,U2170,3/4/2026,US,Mobile,Ad Supported,C0123,Tires,Comedy,57,4,2,4,0.0785
S15683,U1645,2/20/2026,US,TV,Ad Supported,C0001,The Diplomat,Comedy,49,2,2,0,0.038
S15684,U0555,1/13/2026,US,Tablet,Ad Supported,C0035,Magic and Muscles,Drama,57,1,0,0,0.0429
S15685,U0890,1/17/2026,UK,Mobile,Ad Supported,C0088,The Diplomat,Comedy,21,2,2,0,0.0507
S15686,U1729,1/15/2026,AU,TV,Ad Supported,C0024,Queen of Tears,Action,168,6,1,5,0.0958
S15687,U2085,3/11/2026,US,Web,Ad Supported,C0009,One Piece,Action,67,3,0,1,0.1173
S15688,U0101,1/22/2026,US,TV,Ad Supported,C0082,Seinfeld,Reality,92,6,2,6,0.1806
S15689,U1450,1/24/2026,US,Mobile,Ad Supported,C0005,The Dinosaurs,Documentary,74,3,0,1,0.0463
S15690,U1330,1/29/2026,US,Web,Ad Supported,C0123,Ranma 1/2,Comedy,134,8,2,7,0.1897
S15691,U0451,3/3/2026,US,Web,Ad Supported,C0120,The Ranch,Comedy,17,0,0,0,0
S15692,U0409,2/21/2026,UK,TV,Ad Supported,C0094,Beef,Action,156,6,0,4,0.1671
S15693,U1073,1/24/2026,US,Web,Ad Supported,C0053,Trap House,Action,77,5,1,3,0.0782
S15694,U1281,2/13/2026,CA,Mobile,Ad Supported,C0007,Derry Girls,Kids,64,5,1,3,0.1859
S15695,U2353,1/30/2026,US,Mobile,Ad Supported,C0026,The Ranch,Comedy,95,4,2,3,0.0755
S15696,U1567,3/1/2026,AU,TV,Ad Supported,C0117,Trap House,Action,165,8,2,8,0.1959
S15697,U1732,1/28/2026,US,Mobile,Ad Supported,C0097,Brooklyn Nine-Nine,Reality,72,3,2,3,0.1108
S15698,U0643,3/11/2026,US,TV,Ad Supported,C0032,Age of Attraction,Reality,96,6,0,4,0.1926
S15699,U0840,2/15/2026,US,TV,Ad Supported,C0043,The Ranch,Comedy,33,4,1,2,0.0941
S15700,U0347,2/6/2026,CA,TV,Ad Supported,C0114,Ranma 1/2,Comedy,140,6,0,6,0.2589
S15701,U0826,1/26/2026,US,TV,Ad Supported,C0092,Derry Girls,Kids,68,3,2,2,0.0822
S15702,U1907,3/5/2026,US,Tablet,Ad Supported,C0034,Magic and Muscles,Drama,76,6,2,5,0.1717
S15703,U1424,1/19/2026,CA,Web,Ad Supported,C0058,BoJack Horseman,Comedy,119,4,1,4,0.0833
S15704,U0946,3/8/2026,US,Mobile,Ad Supported,C0061,Age of Attraction,Reality,94,3,1,1,0.1349
S15705,U1871,1/13/2026,CA,Mobile,Ad Supported,C0134,Magic and Muscles,Drama,13,0,0,0,0
S15706,U0698,2/3/2026,US,Tablet,Ad Supported,C0043,The Dinosaurs,Documentary,75,3,0,2,0.0574
S15707,U1003,2/24/2026,US,Tablet,Ad Supported,C0102,A Man on the Inside,Comedy,44,2,2,1,0.056
S15708,U0930,2/28/2026,UK,TV,Ad Supported,C0035,Supacell,Action,170,6,1,5,0.1437
S15709,U0700,2/2/2026,BR,Tablet,Ad Supported,C0041,A Man on the Inside,Comedy,99,4,1,3,0.1492
S15710,U0774,3/12/2026,US,Web,Ad Supported,C0018,Vladimir,Comedy,20,4,0,3,0.1353
S15711,U2409,2/16/2026,UK,Mobile,Ad Supported,C0148,Magic and Muscles,Drama,40,4,1,2,0.1408
S15712,U1904,2/21/2026,BR,Mobile,Ad Supported,C017,Sakamoto Days,Action,79,4,0,4,0.0934
S15713,U1267,3/8/2026,CA,Tablet,Ad Supported,C0077,Magic and Muscles,Drama,57,1,1,1,0.0311
S15714,U0060,3/9/2026,US,Web,Ad Supported,C0096,Vladimir,Comedy,45,1,0,1,0.0156
S15715,U1032,1/22/2026,US,Web,Ad Supported,C0014,Derry Girls,Kids,37,4,0,3,0.1782
S15716,U1671,2/26/2026,CA,TV,Ad Supported,C0007,Vladimir,Comedy,75,3,2,3,0.0558
S15717,U1746,2/27/2026,UK,TV,Ad Supported,C0026,Supacell,Action,35,2,2,1,0.0317
S15718,U1878,3/7/2026,CA,TV,Ad Supported,C0082,Age of Attraction,Reality,95,6,1,4,0.1424
S15719,U1616,2/15/2026,US,Mobile,Ad Supported,C0106,Queen of Tears,Action,65,4,2,3,0.1742
S15720,U1515,3/4/2026,CA,Mobile,Ad Supported,C0102,Brooklyn Nine-Nine,Reality,108,4,2,3,0.0627
S15721,U0512,2/6/2026,CA,Mobile,Ad Supported,C0036,One Piece,Action,49,1,1,0,0.0406
S15722,U2178,1/23/2026,UK,TV,Ad Supported,C0077,The Dinosaurs,Documentary,154,7,0,5,0.2674
S15723,U2254,3/13/2026,UK,Mobile,Ad Supported,C0133,Boyfriend on Demand,Comedy,13,0,0,0,0
S15724,U1844,1/12/2026,UK,TV,Ad Supported,C0076,Inside Job,Comedy,32,4,2,3,0.0938
S15725,U0298,3/7/2026,CA,TV,Ad Supported,C0092,Inside Job,Comedy,40,4,1,4,0.1262
S15726,U2124,3/13/2026,US,TV,Ad Supported,C0103,The Diplomat,Comedy,54,1,1,0,0.0408
S15727,U0679,1/22/2026,US,TV,Ad Supported,C0006,Bridgerton,Drama,99,5,0,5,0.0831
S15728,U2496,3/13/2026,US,Tablet,Ad Supported,C0129,KPop Demon Hunters,Action,18,1,0,1,0.0441
S15729,U0318,3/9/2026,US,TV,Ad Supported,C017,Sakamoto Days,Action,50,2,2,1,0.0586
S15730,U1468,3/2/2026,US,TV,Ad Supported,C0087,Beef,Action,172,6,2,5,0.1346
S15731,U0058,2/8/2026,UK,Mobile,Ad Supported,C0136,Trap House,Action,79,3,2,2,0.0689
S15732,U0282,2/17/2026,US,Web,Ad Supported,C0069,Supacell,Action,66,4,0,3,0.1243
S15733,U1858,1/19/2026,US,Mobile,Ad Supported,C0018,Tires,Comedy,74,6,0,6,0.2168
S15734,U0090,2/26/2026,BR,Mobile,Ad Supported,C0141,One Piece,Action,18,1,0,0,0.0448
S15735,U1200,1/25/2026,UK,Web,Ad Supported,C017,Sakamoto Days,Action,63,5,1,4,0.0858
S15736,U1005,1/20/2026,US,TV,Ad Supported,C0034,The Night Agent,Action,153,8,1,7,0.2066
S15737,U2404,1/24/2026,US,TV,Ad Supported,C0063,War Machine,Action,159,8,1,6,0.2696
S15738,U2172,1/31/2026,CA,Mobile,Ad Supported,C0036,The Night Agent,Action,61,6,2,6,0.1603
S15739,U0064,3/2/2026,BR,TV,Ad Supported,C0084,The Dinosaurs,Documentary,153,6,2,5,0.2266
S15740,U2382,2/12/2026,US,TV,Ad Supported,C0097,Lupin,Documentary,173,7,0,7,0.1073
S15741,U0043,1/13/2026,CA,Web,Ad Supported,C0030,Supacell,Action,60,3,2,3,0.0772
S15742,U1347,2/11/2026,CA,Mobile,Ad Supported,C0056,Atypical,Kids,52,1,1,0,0.0292
S15743,U2178,1/22/2026,US,Mobile,Ad Supported,C0022,Ranma 1/2,Comedy,36,3,2,2,0.1246
S15744,U0970,1/23/2026,UK,Mobile,Ad Supported,C017,Sakamoto Days,Action,34,4,1,4,0.0739
S15745,U0212,1/29/2026,US,TV,Ad Supported,C0005,Trap House,Action,155,5,1,5,0.1577
S15746,U0404,1/20/2026,US,TV,Ad Supported,C0141,The Dinosaurs,Documentary,94,4,2,4,0.1605
S15747,U1075,2/4/2026,AU,Web,Ad Supported,C0051,Tires,Comedy,24,2,0,1,0.0697
S15748,U1005,3/13/2026,UK,Web,Ad Supported,C0115,Bridgerton,Drama,36,2,1,1,0.03
S15749,U1592,1/30/2026,AU,TV,Ad Supported,C0062,Trap House,Action,81,6,2,5,0.1743
S15750,U1048,1/15/2026,US,Mobile,Ad Supported,C0066,The Dinosaurs,Documentary,116,4,0,4,0.1505
S15751,U0283,2/11/2026,CA,Mobile,Ad Supported,C0126,One Piece,Action,65,6,1,6,0.0917
S15752,U2491,1/29/2026,US,Web,Ad Supported,C0081,Inside Job,Comedy,74,5,2,4,0.181
S15753,U2156,2/21/2026,UK,Web,Ad Supported,C0135,BoJack Horseman,Comedy,124,7,1,5,0.2559
S15754,U0762,2/11/2026,CA,TV,Ad Supported,C0031,Inside Job,Comedy,32,4,2,2,0.0742
S15755,U1523,1/15/2026,UK,Web,Ad Supported,C0001,Seinfeld,Reality,82,4,2,4,0.1176
S15756,U1211,2/16/2026,BR,Mobile,Ad Supported,C0055,Ranma 1/2,Comedy,86,4,0,4,0.0664
S15757,U0405,2/12/2026,US,Mobile,Ad Supported,C017,Sakamoto Days,Action,27,3,2,1,0.1098
S15758,U1349,3/11/2026,CA,TV,Ad Supported,C0020,Beef,Action,78,4,0,3,0.0878
S15759,U1539,2/6/2026,US,Tablet,Ad Supported,C0122,Trap House,Action,56,1,0,0,0.0291
S15760,U0182,2/23/2026,UK,Tablet,Ad Supported,C0023,A Man on the Inside,Comedy,38,1,1,1,0.0164
S15761,U0985,1/27/2026,US,Web,Ad Supported,C0103,Atypical,Kids,126,7,0,5,0.2831
S15762,U1996,2/20/2026,US,Web,Ad Supported,C0147,War Machine,Action,39,4,2,2,0.1779
S15763,U0172,2/18/2026,UK,TV,Ad Supported,C0119,The Dinosaurs,Documentary,89,3,0,3,0.0659
S15764,U0139,1/13/2026,AU,TV,Ad Supported,C0103,Seinfeld,Reality,91,5,1,3,0.1795
S15765,U0622,2/1/2026,US,Mobile,Ad Supported,C0103,Tires,Comedy,111,3,1,1,0.0789
S15766,U0742,1/30/2026,UK,Mobile,Ad Supported,C0128,Ranma 1/2,Comedy,63,4,2,4,0.1644
S15767,U0571,1/13/2026,UK,TV,Ad Supported,C0116,Brooklyn Nine-Nine,Reality,126,7,1,7,0.3065
S15768,U1546,3/8/2026,US,Mobile,Ad Supported,C0077,The Dinosaurs,Documentary,102,4,2,2,0.0754
S15769,U2134,3/13/2026,US,Mobile,Ad Supported,C0083,Supacell,Action,58,4,1,4,0.1131
S15770,U2104,2/10/2026,US,TV,Ad Supported,C0048,Jurassic World Rebirth,Action,80,5,0,5,0.0898
S15771,U0345,2/6/2026,US,Mobile,Ad Supported,C0131,Queen of Tears,Action,23,3,1,3,0.0994
S15772,U1621,2/20/2026,US,TV,Ad Supported,C0037,Boyfriend on Demand,Comedy,132,8,1,7,0.2857
S15773,U1918,2/20/2026,US,Web,Ad Supported,C0009,Beef,Action,58,3,2,3,0.1309
S15774,U1651,1/27/2026,US,TV,Ad Supported,C0081,Bridgerton,Drama,85,5,2,4,0.1787
S15775,U2428,2/20/2026,US,TV,Ad Supported,C0125,A Man on the Inside,Comedy,146,5,2,3,0.2019
S15776,U0442,2/22/2026,US,TV,Ad Supported,C0104,Derry Girls,Kids,120,7,1,6,0.2753
S15777,U1002,3/2/2026,CA,Web,Ad Supported,C0103,Trap House,Action,75,5,2,5,0.1445
S15778,U0393,2/20/2026,US,Mobile,Ad Supported,C0116,Emily in Paris,Reality,67,3,2,1,0.0623
S15779,U2436,2/22/2026,US,TV,Ad Supported,C0050,The Night Agent,Action,178,6,2,5,0.2329
S15780,U1703,1/28/2026,US,TV,Ad Supported,C0093,Ranma 1/2,Comedy,112,4,1,4,0.1382
S15781,U1496,2/19/2026,UK,Web,Ad Supported,C0083,The Dinosaurs,Documentary,15,0,0,0,0
S15782,U0939,2/17/2026,US,Mobile,Ad Supported,C0010,Magic and Muscles,Drama,47,4,1,2,0.1408
S15783,U1576,2/9/2026,US,Mobile,Ad Supported,C0080,Queen of Tears,Action,14,2,1,1,0.0376
S15784,U0852,3/6/2026,CA,TV,Ad Supported,C0005,Trap House,Action,52,4,0,4,0.1442
S15785,U0364,2/14/2026,BR,Mobile,Ad Supported,C0057,Derry Girls,Kids,31,4,1,3,0.0724
S15786,U2495,2/16/2026,UK,Tablet,Ad Supported,C0108,Supacell,Action,27,4,1,3,0.114
S15787,U2451,3/9/2026,US,TV,Ad Supported,C0049,Tires,Comedy,98,5,1,3,0.1988
S15788,U1120,1/23/2026,AU,TV,Ad Supported,C0031,Supacell,Action,118,6,1,4,0.1769
S15789,U0674,1/28/2026,US,TV,Ad Supported,C017,Sakamoto Days,Action,178,6,2,6,0.2346
S15790,U0635,1/18/2026,CA,TV,Ad Supported,C0043,Brooklyn Nine-Nine,Reality,54,1,1,1,0.0163
S15791,U0012,3/4/2026,US,TV,Ad Supported,C0094,One Piece,Action,49,3,1,1,0.108
S15792,U0916,2/8/2026,AU,Mobile,Ad Supported,C0031,Trap House,Action,91,4,2,2,0.0637
S15793,U1462,3/12/2026,US,TV,Ad Supported,C0043,Delicious in Dungeon,Action,33,2,1,2,0.0365
S15794,U1106,3/8/2026,US,Web,Ad Supported,C0074,Emily in Paris,Reality,20,1,0,0,0.0406
S15795,U1927,2/14/2026,US,TV,Ad Supported,C0149,Delicious in Dungeon,Action,90,4,1,2,0.0981
S15796,U0970,2/12/2026,US,TV,Ad Supported,C0034,Magic and Muscles,Drama,66,6,2,4,0.1624
S15797,U2488,1/15/2026,AU,TV,Ad Supported,C0034,Vladimir,Comedy,68,4,1,3,0.1359
S15798,U2083,1/30/2026,US,TV,Ad Supported,C0057,Tires,Comedy,53,1,0,0,0.0299
S15799,U1657,2/4/2026,BR,Web,Ad Supported,C0009,Inside Job,Comedy,93,3,0,2,0.1276
S15800,U0737,3/6/2026,US,TV,Ad Supported,C0057,Bridgerton,Drama,122,8,2,8,0.3466
S15801,U2150,2/28/2026,BR,TV,Ad Supported,C0103,Atypical,Kids,98,5,2,4,0.2201
S15802,U1256,3/5/2026,US,TV,Ad Supported,C0082,Jurassic World Rebirth,Action,32,3,0,3,0.0977
S15803,U1498,2/11/2026,CA,TV,Ad Supported,C0073,War Machine,Action,176,6,2,4,0.1186
S15804,U2047,3/6/2026,CA,Web,Ad Supported,C0095,Age of Attraction,Reality,88,6,1,4,0.1237
S15805,U1383,1/24/2026,UK,Mobile,Ad Supported,C017,Sakamoto Days,Action,47,4,0,4,0.107
S15806,U0179,1/19/2026,US,TV,Ad Supported,C0021,Brooklyn Nine-Nine,Reality,156,6,0,6,0.1309
S15807,U0203,1/17/2026,US,TV,Ad Supported,C0010,Trap House,Action,121,6,0,5,0.118
S15808,U0783,3/3/2026,US,TV,Ad Supported,C0129,Magic and Muscles,Drama,130,7,0,7,0.1901
S15809,U2201,2/20/2026,US,TV,Ad Supported,C0004,Tires,Comedy,130,7,2,5,0.2832
S15810,U0017,2/21/2026,BR,Tablet,Ad Supported,C0150,Inside Job,Comedy,98,6,1,4,0.1458
S15811,U0357,2/27/2026,US,TV,Ad Supported,C0108,Boyfriend on Demand,Comedy,146,5,1,4,0.1996
S15812,U1930,1/20/2026,US,Tablet,Ad Supported,C0101,Seinfeld,Reality,85,6,1,4,0.1837
S15813,U1964,2/9/2026,US,TV,Ad Supported,C0089,The Diplomat,Comedy,57,2,0,2,0.0741
S15814,U0789,1/30/2026,BR,TV,Ad Supported,C0099,Brooklyn Nine-Nine,Reality,80,3,0,2,0.13
S15815,U0008,3/11/2026,US,Tablet,Ad Supported,C0022,Supacell,Action,26,3,2,3,0.119
S15816,U0621,2/26/2026,US,Mobile,Ad Supported,C0082,One Piece,Action,36,2,0,1,0.0606
S15817,U1880,2/7/2026,US,Mobile,Ad Supported,C0021,The Diplomat,Comedy,45,2,0,0,0.0508
S15818,U0492,2/16/2026,CA,Web,Ad Supported,C0026,Ranma 1/2,Comedy,33,1,0,0,0.0391
S15819,U1316,3/13/2026,BR,Mobile,Ad Supported,C0060,The Dinosaurs,Documentary,39,1,1,0,0.0288
S15820,U2379,3/4/2026,BR,Tablet,Ad Supported,C0088,KPop Demon Hunters,Action,76,6,0,5,0.171
S15821,U1195,2/6/2026,UK,TV,Ad Supported,C0076,The Ranch,Comedy,67,6,2,6,0.2016
S15822,U0956,2/20/2026,US,Mobile,Ad Supported,C0125,Age of Attraction,Reality,44,1,0,0,0.0324
S15823,U1166,2/20/2026,BR,Web,Ad Supported,C0042,Lupin,Documentary,104,3,2,1,0.0758
S15824,U2122,3/2/2026,AU,TV,Ad Supported,C0082,BoJack Horseman,Comedy,115,5,1,3,0.0928
S15825,U1944,2/27/2026,US,Tablet,Ad Supported,C0131,Age of Attraction,Reality,71,4,1,4,0.0897
S15826,U1810,1/28/2026,US,Web,Ad Supported,C0089,Inside Job,Comedy,79,3,2,3,0.0717
S15827,U2017,1/12/2026,US,TV,Ad Supported,C0113,Tires,Comedy,45,4,1,3,0.1262
S15828,U2493,1/17/2026,BR,Web,Ad Supported,C0149,Lupin,Documentary,109,3,0,1,0.1193
S15829,U1898,3/3/2026,UK,TV,Ad Supported,C0124,Lupin,Documentary,117,6,1,5,0.2681
S15830,U2223,1/23/2026,UK,TV,Ad Supported,C0054,Beef,Action,161,8,1,8,0.1611
S15831,U0692,2/10/2026,CA,Web,Ad Supported,C0089,Atypical,Kids,121,8,2,8,0.2406
S15832,U0613,3/7/2026,US,Mobile,Ad Supported,C0009,Seinfeld,Reality,10,2,2,0,0.0402
S15833,U0886,2/12/2026,CA,TV,Ad Supported,C0099,Vladimir,Comedy,177,7,2,7,0.2747
S15834,U1489,2/9/2026,US,TV,Ad Supported,C0044,KPop Demon Hunters,Action,125,6,1,6,0.0931
S15835,U0544,1/28/2026,AU,Mobile,Ad Supported,C0031,Boyfriend on Demand,Comedy,48,1,1,0,0.0256
S15836,U0428,3/7/2026,US,Tablet,Ad Supported,C0004,Inside Job,Comedy,43,4,1,3,0.1248
S15837,U2363,2/21/2026,US,TV,Ad Supported,C0109,Vladimir,Comedy,154,7,2,6,0.1391
